agency_id,agency_name,agency_url,agency_timezone,agency_lang,agency_phone,agency_fare_url
22212-7,焼津市,http://www.city.yaizu.lg.jp/g06-002/kurashi/koutsuu/bus/index.html,Asia/Tokyo,ja,054-626-2166,http://www.city.yaizu.lg.jp/g06-002/koukyou_koutuu/bus/unchin.html
